X1,b0,rho_V,sd_V,alpha,iota,sigmaSE,br,N,mu_EI,mu_IR,rho_Y,S_0,E_0,I_0,R_0,eta,od_Y,loglik,loglik.se
1,0.313832962,179.1191394,4514.905098,0.948466437,9.602585102,1.39617002,7.336488944,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,-763.0604098,0.049311403
NA,0.10000000000000002,170.38366278873283,4202.427198377859,1.1314268337363567,24.423993275950064,1.5114006805124955,29.98689174308778,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-763.060907625968,0.0626267586916741
NA,0.11499999999999999,156.1455902261348,3748.786271662074,1.0014367091039336,98.7799252934775,1.32971927129192,91.21772464920103,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-763.0609133837563,0.05557994106023348
NA,0.2597717074360839,166.35039193972352,3502.8234033132167,0.931688027256952,5.134264269248288,1.22,45.59463138480011,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-763.0620179772915,0.2819196214335632
NA,0.17,169.75779847501772,4350.109016715901,1.0250359360324615,32.00609849253936,1.4241778827097233,43.122440520156815,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-763.0624672239451,0.10140479026629981
NA,0.5746534905015066,164.5851686928854,3378.771332774436,0.7956471079047851,0.24,1.212757032063344,36.204056590251156,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-763.0625851465467,0.07883691516070845
NA,0.18000000000000002,175.48735364540576,4360.82968122976,1.0185242493658984,13.393710909202541,1.22024547360527,46.79665588076108,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-763.0626283663239,0.12220483269073784
NA,0.15000000000000002,173.240221347165,4168.757563763379,1.015765381790254,26.950924410579976,1.3388569975162423,54.017251392073476,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-763.0636433418825,0.14173174887416368
NA,0.2538361629919337,159.70240488055774,3263.9367706057196,0.9387653988741781,19.835606283245955,1.3575879907207584,60.01428850844388,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-763.0641340112337,0.10624012105232752
NA,0.235,173.54521299824165,4172.288247478012,0.9713178482820806,10.919401048923573,1.1922781112723493,20.147195243683846,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-763.064277155579,0.0792000447750008
NA,0.21421177685219855,159,3322.408147580083,0.9528255803813775,43.247828302314566,1.3595922593012792,28.13767226936213,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-763.0644296929784,0.07811519842282022
NA,0.3567310622274055,166.20649880424287,3482.3827729372733,0.9101679754732277,0.75,1.1534577293022201,11.463251645103819,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-763.0645303271585,0.08854382947068666
NA,0.15999999999999998,168.10246052467107,3621.290281856758,1.0328550186197283,22.474948429646155,1.149129620653066,42.23086574007131,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-763.0645495548843,0.13529543109775014
NA,0.023608383265181027,159.57461497884546,3478.540389645943,1.3855850620876415,40.73228235577516,1.05,11.714176316939735,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-763.0649499407217,0.1551979405362183
NA,0.8050659552586579,155.31949604077562,3281.0797698336232,0.7202470469626047,4.395762879131553,1.04,114.50620618919537,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-763.0650352068986,0.13738622581869814
NA,0.23,174.4855143481053,4465.948755334374,0.9773218436477316,7.63909625624578,1.1546177657953365,22.30509013120691,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-763.0653112149943,0.08804342866232019
NA,0.26909100814991327,167.02750585193684,3580.1053457680055,0.9265798203628212,20.67169705591297,1.193111588901633,66.21732293178641,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-763.0654975024714,0.15452208227850864
38,0.008092524,156.7475892,3714.158959,1.620077118,29.28929055,1.205218568,17.41980755,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,-763.0657991,0.036923961
NA,0.0659726696109688,166.90108917322405,3599.325268562834,1.2412681288524892,13.51932180528861,1.06,13.441125121003502,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-763.0659952586186,0.16772768308177596
NA,0.5625361839119581,159.99999999999994,3332.9177784750186,0.8357818252330955,11.328524371437846,1.3385152111378826,44.10170872813963,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-763.0660929578997,0.12512058015040492
NA,1.9116522459485317,154.00000000000006,3258.3298690225943,0.554145527703981,4.255899331883396,1.255525604099042,55.25467783410169,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-763.0663237977778,0.19875011517130217
NA,0.300023058,165.6893432,3498.617329,0.92,12.94550648,1.197549512,36.9355094,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,-763.0673978,0.06892487
NA,1.0233321493268923,158.85531902861578,3302.163090043013,0.7071336373909468,2.2730135374947653,1.1,29.220784920958675,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-763.0691597105505,0.19849012480530082
NA,0.3406560808979145,166.34697856096062,3462.102635139504,0.9168351268671473,1.226308773812101,1.07,22.71033190888425,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-763.0692584281377,0.1293559694535996
NA,0.06018562047872935,155.00000000000003,3131.8768843169096,1.1875231215563165,40.41453665961697,1.2902416711962652,143.02154966686297,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-763.0696255850015,0.21281432017510246
NA,0.13986900474081554,165.49436918587529,3338.9891213320125,1.1174886243924478,1.7693626751284393,1.285057115252843,15.517051007316844,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-763.0704279864595,0.25881964390738393
NA,1.2972286610120711,163.46862945802116,3313.594596414181,0.6367430294998564,0,1.1913691892218545,75.68685997247772,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-763.0705837488955,0.18319520720516808
NA,0.21182813076592868,156,3262.79241747578,0.9611818228081745,30.913039436788193,1.3696946878791039,148.00282967719414,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-763.0708614717802,0.10794898242661094
NA,0.155,174.36013170370504,4536.806929969431,1.034483764128241,21.691920108896287,1.1016388148626433,24.716449268584892,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-763.0725434161512,0.18069097168947953
NA,0.15999999999999998,173.19311459820824,4281.068454182994,0.9993143371727535,42.61996293199463,1.230129353183933,16.647568020138277,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-763.0725665240055,0.13897753323176676
NA,0.09022229385224224,155.35763950548727,3382.5591125940364,1.175,2.347614606808648,1.4054781349371115,43.3549954112413,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-763.0727583824656,0.11493263396136472
NA,0.13,167.61175704923127,4126.196539918891,1.0752945417296282,11.031297953049776,1.2296967574331714,93.0568896409483,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-763.0727950402886,0.15908630241824728
NA,0.13498204460646637,162.85056303194153,3394.0768602172056,1.1219861318608764,10.29651406166607,1.0682054530162548,12.86642686317587,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-763.0736517365857,0.16076444509232413
NA,0.11499999999999999,170.64445612833785,4343.25245123593,1.064084279615036,35.4808767191583,1.3347359143372801,76.8839473871038,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-763.0741094654735,0.09187358458634756
NA,0.29500000000000004,179.4702002915039,4680.286007331658,0.9361746242345996,5.5844555671939915,1.2511709080017823,11.588333900669495,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-763.0743534919226,0.1641818187892372
NA,0.12500000000000003,154.32229203661907,3675.9891296465357,1.0954657542298045,1.638618964564734,1.2695732176157073,105.45501883392514,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-763.0745309908882,0.09172637335213481
NA,0.26,168.17710833489778,3883.1898791045323,0.9515602805313652,0.19694838587002292,1.3104106395373245,95.36970082971037,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-763.0765125893768,0.15133342994589824
NA,0.3312086869240785,170.11387804236222,3602.737716807407,0.9324642370148531,1.4000000000000001,1.2661988410141207,5.822677195555843,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-763.0778778930587,0.24171827021275896
NA,0.1383542369484865,165.03979132069574,3494.0290718346,1.086589806853821,5.939724677939561,1.07,18.874693466148944,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-763.0782403101332,0.23793479159008177
NA,0.275,167.68217033706335,4128.926366504315,0.9528005136484523,11.392219810750172,1.2939091327328804,91.97013666329597,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-763.0785680032923,0.07243892331907023
NA,0.11604322562698936,162.95590759022897,3429.07274527189,1.1500000000000001,3.1588688951675437,1.108627478181516,23.223006532239147,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-763.0788492082216,0.22905563567018233
NA,0.37981086630474653,156.8717462285209,3350.8387052227317,0.8761539020439043,0.34865466087949604,1.05,120.71784795433291,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-763.0801428828695,0.12457252461952356
23,0.157916975,178.0101225,4374.048118,1.058682817,5.407453257,1.295407662,23.65048484,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,-763.0801996,0.044562722
NA,0.5052205852475304,161.7658819156203,3296.5010076057592,0.8388682696376619,13.990289520522166,1.25,9.907985234284974,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-763.0806955834361,0.1856435281726882
NA,1.0393315281321422,160.50724950770095,3315.0449328332766,0.6736086522742323,0.12000000000000001,1.1600167252556544,56.07069458614089,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-763.0818900532896,0.17008509206476086
NA,0.3627111347317369,165.13179319899118,3331.771004569661,0.9408508098531663,0.04000000000000001,1.2394912013059856,16.25524981060489,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-763.0825972268798,0.16266547980331264
NA,0.22988945866659657,158.48859653062487,3280.4088079644857,0.976839935192227,0.6,1.1392671948596695,64.68123719282633,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-763.0828614093678,0.1255835822401883
NA,0.2899236695834555,159.49999999999994,3066.469966183654,0.9544040702695729,4.360817567614022,1.3159097913842261,28.277804215717037,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-763.083254242789,0.1896865672963983
NA,0.5464993904638183,168.5717716941809,3531.410761223086,0.8307778719054311,0.84,1.1202916534122715,19.18344757442549,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-763.0832651444304,0.4052136557053662
NA,1.137429825899151,163.6813115885661,3358.9719769392327,0.6453111922812425,0.20178790398399044,1.27,142.84335450571012,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-763.083373843726,0.1576010043822253
NA,0.175,180.80708736837295,4702.644462785548,1.0473327232317882,16.03365169568608,1.3390217610744246,4.267408735960118,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-763.0834701191677,0.11719993541073803
NA,0.2051529046569061,161.55179831257885,3550.7075572821063,0.9982497460559238,5.236173769788894,1.09,53.4298890176177,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-763.08364700865,0.14945117553445733
NA,0.14959279076206405,165.8621578490942,3376.3964872604784,1.06825360521728,3.739515585679935,1.3203343216463135,32.55100372526992,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-763.0843177659932,0.7196879473690448
NA,0.1582755673282528,157.5,3203.8464126460494,1.029135228413956,22.218121786556907,1.4112405503792753,64.64967171261799,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-763.084908049606,0.10011126438760401
NA,0.12000000000000001,178.49454235557627,4457.966650166764,1.1477297026786437,5.338585948195985,1.2631518606565655,8.430242697395341,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-763.085093376501,0.08750164677716744
NA,0.3326481190768317,158.62004611528585,3393.8305159435217,0.8991102393217157,0.52,1.04311507105229,49.81097421497032,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-763.0858551272364,0.34878156340314365
NA,0.4001154844315594,167.21536667680692,3552.5741621967654,0.8833476826269955,8.558265074180463,1.1483012413843523,32.00430431051732,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-763.086071880544,0.08499366500024128
NA,0.1696101112854486,167.81608136329382,3425.8164042754934,1.0872582424238886,0.8,1.2852931308471505,12.077202958245604,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-763.0866920610681,0.22365827131728586
NA,0.1806402906017167,169.8881442127346,3510.0304539495187,1.0967719946287655,0.04000000000000001,1.198011668185652,1.882988555518393,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-763.0868672451684,0.16446216119929
NA,0.09447626063826561,155.49999999999994,3175.8399795639198,1.0807732656131108,44.94702040063658,1.2059272602346516,76.677379772821,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-763.0870519122163,0.11223169806390104
NA,0.34579107952850047,167.33182813186514,3410.7870731436356,0.940816495522992,1.8962570783658483,1.18,9.099528492998118,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-763.0875180859156,0.20523106739124405
24,1.24e-4,161.7785144,3893.173188,2.264124187,101.7836397,1.24878534,15.33740251,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,-763.0877237,0.049753793
NA,0.28,169.37317994296714,4139.809307016359,0.9209360830734785,1.3825601925792046,1.3875814654559442,75.30342944419999,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-763.0878272779071,0.05431930463898239
NA,0.8980094782890182,167.17529505400668,3417.5363086686966,0.7419233652790493,0.2,1.1614596882749741,23.38527059506574,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-763.0880619919017,0.24103164122197104
NA,0.15675271658892465,162.86389737233944,3253.807382372432,1.0767508269732289,12.123030474557288,1.2072428017439512,26.26465334767533,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-763.0883378039332,0.20983684328034619
NA,0.1274959910216785,156.06415480821755,3173.605528023789,1.043716555612804,25.599698266644317,1.2371503219956743,156.79916282707848,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-763.0884177649392,0.1381285573107759
NA,0.236565377601324,160.9512408617206,3467.967097479992,0.9445069491968399,21.85048327447221,1.1414559182008275,78.172488023442,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-763.0891361499325,0.11086731450693181
NA,0.8282708392775313,168.32824065188134,3401.6679415825674,0.7325155892227533,0.6,1.2422289496580556,38.96629816806485,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-763.0891602433733,0.39899775532167137
NA,0.28500000000000003,169.70839251395898,4516.312924945834,0.9143648565311528,12.779773257190195,1.175241212010509,80.26385035864628,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-763.0896026419285,0.0916583468537383
NA,0.06178697772478721,160.3395179926929,3261.6204222133697,1.2220882895959935,23.5570230877693,1.2331522778851562,30.94348486024169,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-763.0901642471116,0.21685204193102128
NA,0.9059406173875212,164.47771266830517,3307.6440518456934,0.7048452121899964,0.68,1.28535786755012,84.3575946374684,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-763.0905218814477,0.1664052028874816
NA,0.37674390812406744,157.96727500321947,3343.0804024052395,0.8700429535738405,34.33413637531905,1.4819212851514332,21.289261093542944,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-763.0906632482023,0.1705443599309121
NA,0.532094789524503,162.88253300192534,3455.079208026147,0.7831285023570338,0.8,1.1830174701091367,146.98804089497392,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-763.091145448671,0.19726825016803026
NA,0.16890445487320382,169.40583136861517,3507.7329047819344,1.088027696622642,0.4,1.3138388472603137,1.3199001836789022,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-763.0914056000902,0.18507492154310676
NA,0.175,169.2668687798534,4082.637445168614,1.0366548534940496,4.618952884151186,1.1765052704180257,59.677966184306946,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-763.0919595310661,0.1379654652092102
NA,0.1995374846610985,161.52508401482947,3113.8607792132448,1.0497893862453378,2.7497230469253964,1.3381710537490334,13.610389168774477,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-763.0920236906552,0.25465219375535236
NA,0.09823221704607621,164.82869477621608,3337.9246864409374,1.1392336492285207,22.025720417853744,1.281779360005656,25.592175052735527,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-763.092197070095,0.2431734130765006
NA,0.275,176.53220756087052,4443.320446098661,0.9733049011974939,4.824638385141901,1.150876142266967,19.922437733229216,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-763.0922739674554,0.196357077134597
NA,0.22,172.86994444236544,4489.7575880300465,0.9525492443200185,25.89968423172425,1.2273471182403224,31.66212261797648,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-763.0924069182856,0.17061254676099744
NA,0.42520622001267544,168.24946583761457,3422.2618356891167,0.8794737682937546,0.68,1.2461267909065827,20.348214040034712,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-763.0926018374523,0.19286242000171722
NA,0.12000000000000001,158.7228714209725,3641.739931292958,1.1174758739782045,2.6300923940668035,1.3201254616055165,75.87758997533909,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-763.0929155068258,0.07558278904121184
NA,0.3084771581472953,156,3338.3943316434047,0.8753014458605095,51.0693518847452,1.2134983361547496,36.70837298685307,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-763.0929661804204,0.17222544287674765
11,0.133122562,175.8191212,4408.800245,1.05532687,36.45796663,1.262316172,22.79340475,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,-763.0931512,0.068009641
NA,0.19,178.92696213961364,4541.38626805733,1.017380733656727,7.861304001362717,1.3516994838984455,19.721873991768682,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-763.0932570030216,0.12552818437233554
NA,0.27,169.8196261064868,4028.2180092987187,0.9205915789958454,8.795752800204738,1.3829104460016104,41.11156622711374,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-763.0937090254031,0.12060722932763152
NA,0.14967963160824435,167.6002238386053,3411.2223585316424,1.0999603606521382,0.6000000000000001,1.175439677563073,12.751337054012037,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-763.0938731282714,0.2915753788266653
NA,0.10447679355077771,168.76712579491598,3486.035057620933,1.1714695534490036,7.010230269279752,1.18,7.70286308283925,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-763.095065972322,0.080566846971622
NA,0.3,176.41188413592894,4306.946581898822,0.9100196209506208,14.798832704908003,1.280410575057041,28.14545709289438,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-763.0950996627562,0.05581033271317333
NA,2.60105909,149,3328.735615,0.560941311,5.430778777,1.395855008,17.99398174,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,-763.0951777,0.170412565
NA,0.155,156.3272370317159,3499.005607596667,1.0409076089187663,5.768836393817508,1.2897776390416418,238.99031756158038,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-763.0962672914509,0.10068888768641973
NA,0.10000000000000002,170.1051742950255,4359.207296558717,1.1434733953500154,11.524327166991595,1.1701479425632106,43.16176064089859,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-763.0963521371689,0.08496460769463904
NA,0.2087858780133987,164.10234275783304,3322.181420199351,1.0123387013692153,9.554245696326337,1.3270916129161827,11.515872228639124,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-763.0969713976657,0.10113112131345688
16,2.052950465,162.5415086,3901.657939,0.558053932,4.052692723,1.358734216,21.51468876,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,-763.097313,0.051647191
NA,0.04869529473060782,162.57135177756956,3414.544464017224,1.281157980229378,23.5298926134541,1.16,21.397776039569205,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-763.0973969524603,0.12577361621236033
NA,0.40546904801185646,162.84034657654396,3290.0981342376213,0.8824912120483565,1.52,1.2127150202510841,30.33865420479383,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-763.0976078694273,0.11189730235396858
NA,0.13159847623956794,153.3910258189119,3226.7825588711994,1.0982786573066199,1.68,1.1905943628661018,87.62409253783571,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-763.0979530383811,0.10674401921042176
NA,0.23033151564864282,159.78430983292546,3141.289287284638,0.9750000000000001,3.496119486257645,1.2433315728491983,71.28052079239356,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-763.0989106575381,0.279667297764281
NA,0.21,173.30612250913293,4171.21796819276,0.9977230509823474,15.353626644742887,1.3567172063752615,37.32968859479946,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-763.0993252225287,0.090199850645993
NA,0.3576264939462503,159,3198.788592065399,0.918126309455804,11.443653153129052,1.179580935325463,12.309594888653077,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-763.099332073716,0.08942854992150208
NA,0.136375887,160.4772437,3190.897651,1.120654346,1.6,1.161903225,15.03478995,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,-763.0994752,0.10483477
NA,0.1967491831298543,164.7837805280678,3289.583987109459,1.0649182866043363,1.68,1.2798893008177725,11.264419024678258,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-763.0997073172965,0.10846614585234235
NA,0.49234349884806783,157.56251273479737,3662.8451207430785,0.7971336943984948,13.539170610380602,1.07,51.53589154155207,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-763.1010483830598,0.10832118148623772
NA,0.9338942883281661,165.16419599258947,3393.750477259548,0.7680448882773399,0.04000000000000001,1.339201825557407,1.1553049127399015,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-763.1019123931824,0.5526852231870871
NA,1.0996277958736906,159,3469.2669343507087,0.6407341572562341,8.277218763027681,1.1048139590149673,85.42979607751141,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-763.102787715309,0.16637990754684723
