,b0,alpha,iota,sigmaSE,br,N,mu_EI,mu_IR,rho_Y,S_0,E_0,I_0,R_0,eta,od_Y,rho_V,sd_V,loglik,loglik.se
27,0.136001368,1.13400373,0.453590497,1.124231962,10.12779218,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.7739024,0.017041347
28,0.147841552,1.124966654,0.341477432,1.146228614,8.411837706,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.7715636,0.018547429
29,0.14099542,1.13307983,1.087715719,1.120839731,7.838051616,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.8197914,0.02373682
30,0.180771215,1.080585209,0.180441688,1.132575504,9.527497393,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.7709906,0.024038891
31,0.122150247,1.15740727,0.659270273,1.112518693,7.524668689,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.8224278,0.019195444
32,0.162595513,1.105380435,0.399049306,1.138554909,8.343395131,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.7618202,0.016056826
33,0.145477068,1.127397757,0.440692099,1.158267365,9.273382019,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.7970763,0.020952277
34,0.131324944,1.143192262,0.657772556,1.109036496,9.359912692,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.7815876,0.021953177
35,0.185549066,1.07188823,0.248365111,1.129402397,12.58779506,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.8397778,0.017834666
36,0.122477171,1.158997944,0.38242625,1.098896221,7.948385247,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.8232882,0.019917549
37,0.170991961,1.09205289,0.774846211,1.130946776,8.6557937,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.8085794,0.026051598
38,0.125843784,1.153856026,0.428941844,1.128821003,8.073285379,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.7719768,0.021563481
39,0.147008659,1.119572204,0.155881291,1.133166817,8.62739382,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.7660096,0.015359184
40,0.150550633,1.116107457,0.86872942,1.122376605,9.830304648,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.8265925,0.020694057
1,0.124452696,1.150592809,2.14715927,1.142489638,8.910734456,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.8190391,0.028408796
2,0.145641562,1.123636542,0.368062105,1.136664845,9.240100202,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.7759437,0.021088407
3,0.147487665,1.127635114,0.463866785,1.111659308,7.873554012,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.7610131,0.017520303
4,0.140223169,1.137048242,0.739992276,1.139396786,6.503184687,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.8129776,0.033863512
5,0.155122068,1.116302378,0.332790197,1.135731463,7.168274269,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.761738,0.020582799
6,0.144535059,1.131924415,0.605343116,1.119478344,7.714181146,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.8069858,0.02007147
7,0.140852359,1.127349789,0.546999861,1.139957066,9.44575287,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.7929292,0.014967865
8,0.140911022,1.130602986,0.673449254,1.132009759,9.984957919,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.7842088,0.021194168
9,0.143479625,1.131831639,0.387095768,1.099272634,8.445406048,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.7756754,0.019508579
10,0.177653023,1.079713599,0.171941098,1.141323149,10.68448658,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.8058394,0.020082088
11,0.12724416,1.158290813,0.444516516,1.136710675,8.109583105,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.7809111,0.022483012
12,0.135374339,1.143883037,0.235553106,1.155151622,9.222697618,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.8180366,0.018616293
13,0.192599076,1.071127813,0.662125944,1.11728055,9.082935868,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.8155949,0.016911764
14,0.140000114,1.13261392,1.008742421,1.114237564,8.690372974,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.8221913,0.020614043
15,0.160619046,1.106756858,0.148063797,1.090892939,8.953494629,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.7627315,0.019574486
16,0.108552709,1.188502732,0.362699896,1.107548011,6.752542341,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.7897393,0.025427595
17,0.140607897,1.133365053,1.082583648,1.113666544,8.016666499,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.7856621,0.021514272
18,0.170029141,1.093555495,0.539769593,1.138454818,8.68402595,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.7622114,0.017708415
19,0.153186702,1.113917256,0.784797667,1.12500073,10.43906337,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.8418751,0.026505741
20,0.126916455,1.159896068,0.304414562,1.143158142,6.121442232,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.7681913,0.015608338
21,0.151229179,1.117439514,0.426212628,1.126311377,8.208528795,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.8007714,0.019570497
22,0.152636981,1.118598373,0.402793054,1.111965116,8.634641344,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.7519294,0.022579496
23,0.119563302,1.165633935,0.227474189,1.11384492,8.067741814,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.7435144,0.020542994
24,0.148039886,1.11651793,0.891441958,1.103614152,9.481280327,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.8100617,0.022950201
25,0.141853537,1.127758696,1.050286491,1.157069349,9.19200327,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.8068294,0.021023403
26,0.156875384,1.115298163,0.420586068,1.123044001,8.350653357,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.7429216,0.022087077
27,0.133719704,1.145011801,0.318246829,1.125286967,7.364090675,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.7563701,0.019748436
28,0.168594135,1.09620015,0.544972167,1.100744884,10.30886203,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.8391661,0.021749431
29,0.137439661,1.136219883,0.393912898,1.113526052,8.161370417,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.7867149,0.020129728
30,0.137858295,1.136417911,0.254149442,1.110384284,8.404246232,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.8002392,0.02095469
31,0.129030961,1.153226467,0.876876389,1.131106665,6.060477983,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.8008668,0.023444151
32,0.186944019,1.073504722,1.718054024,1.134617965,9.02942151,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.8481292,0.016515609
33,0.108141448,1.190483206,0.98471985,1.126037904,6.496550289,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.8108547,0.016886866
34,0.151570537,1.115242614,0.868060817,1.125058963,8.966125332,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.7869023,0.018460286
35,0.157654169,1.112079909,0.414185307,1.142130207,7.885165971,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.7492768,0.020985275
36,0.13722948,1.136934758,0.362779124,1.107512649,9.619860459,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.7976514,0.013539869
37,0.156759003,1.110135511,0.62229792,1.143673899,10.16396001,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.7516018,0.023462212
38,0.163860454,1.095496198,0.225628473,1.139507241,10.10201688,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.7971472,0.020513572
39,0.141454033,1.138757686,0.305101189,1.134602476,6.901883857,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.7663832,0.019777064
40,0.14709813,1.118174705,0.747301604,1.134145776,9.620991587,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.7605948,0.021356126
1,0.154273579,1.115153659,0.401527766,1.147628124,9.612704256,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.8009132,0.02121734
2,0.143868587,1.1341386,0.35886111,1.120808657,8.105518624,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.760364,0.017401398
3,0.194113455,1.067219391,0.484591201,1.156369284,10.88183953,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.8245033,0.015139941
4,0.149180795,1.124192061,0.615560356,1.134233554,8.0906884,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.7795296,0.018043208
5,0.141511333,1.129848682,0.378872735,1.127215079,8.233299485,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.7677135,0.022515508
6,0.123511489,1.157554793,1.973719035,1.120325483,7.206759964,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.8343819,0.021117631
7,0.144295104,1.131905813,0.593059605,1.106504245,7.638810134,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.7924429,0.014397915
8,0.124039158,1.157129762,1.145281751,1.106853833,7.804734439,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.8016043,0.021952859
9,0.135588103,1.137714671,0.647922182,1.122545858,7.759866261,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.7440336,0.022747123
10,0.133334634,1.147807161,0.757219753,1.137746162,8.024385946,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.8100438,0.018084367
11,0.155740613,1.111183446,0.936689809,1.11976934,8.55170806,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.787135,0.021873476
12,0.165615333,1.091057166,0.842286281,1.14266536,10.37544593,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.8058408,0.018082591
13,0.144669361,1.134115559,0.275993212,1.12681043,8.824121375,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.7862877,0.020280413
14,0.149899171,1.122345136,0.126158333,1.135147443,8.936236358,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.76366,0.024619026
15,0.160247975,1.107038726,0.249759702,1.119226325,9.824540427,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.8084555,0.01823725
16,0.157527829,1.110316149,0.411346587,1.114673642,8.049165817,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.7638436,0.018902402
17,0.123374804,1.159540878,0.722646508,1.095256987,8.823237182,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.7822513,0.02353125
18,0.136030358,1.142588475,1.162999512,1.134485049,7.41340619,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.7913884,0.020021833
19,0.177092526,1.082750745,0.369001918,1.098872655,9.263969346,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.8009164,0.016826115
20,0.135539856,1.137366314,0.64810607,1.130417562,8.831068536,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.7919067,0.025709185
21,0.144019374,1.132815965,0.139893945,1.114479865,7.674548986,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.7719651,0.021588356
22,0.145190565,1.127206045,0.35044573,1.130926221,8.00495738,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.7536249,0.020538191
23,0.145127907,1.130091189,0.836009103,1.098277203,8.113583868,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.8131815,0.026231475
24,0.160564436,1.098495341,0.672496859,1.131140763,12.75887932,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.8686307,0.024915843
25,0.141008122,1.12600975,0.77127462,1.11229787,10.25653133,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.7964333,0.01735501
26,0.146855899,1.120668137,0.511533977,1.125647206,9.4779729,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.7731707,0.022978866
27,0.138540631,1.129523344,0.761065774,1.130728132,9.522274208,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.8068981,0.015446682
28,0.127432813,1.154516902,0.099641095,1.101989323,7.719686456,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.7611155,0.018101816
29,0.109399858,1.186699475,0.333804668,1.132725364,5.911486813,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.7834755,0.015017711
30,0.157788834,1.105022021,0.900239233,1.136092895,10.23234084,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.7744456,0.019953048
31,0.147019445,1.120976274,0.502347623,1.12016674,9.363147578,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.7657997,0.019296924
32,0.127708714,1.154214425,0.470505818,1.119178733,7.749259264,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.7379277,0.02322291
33,0.147651398,1.121112445,0.988943353,1.124571173,9.035146569,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.7742509,0.016515609
34,0.151374941,1.118252736,0.281115935,1.104190973,7.657384409,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.7701135,0.017974345
35,0.146671044,1.124158715,0.038581265,1.140645176,10.45737818,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.7873447,0.024643976
36,0.15401351,1.109829869,0.628286353,1.099576315,8.796435711,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.8171713,0.021856503
37,0.16220656,1.105094476,0.820090896,1.105753159,8.690755418,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.7788566,0.017006701
38,0.160881234,1.109952049,0.337915905,1.14372633,8.153363886,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.8056115,0.019629413
39,0.164648108,1.09260268,0.244882783,1.118998557,12.59757043,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.81095,0.019819854
40,0.134765514,1.136785305,0.721632548,1.148929702,8.993821055,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.8044024,0.016290475
1,0.133730708,1.142950721,0.236130664,1.110739429,8.795130045,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.7683712,0.020222483
2,0.16109839,1.10053977,0.746171877,1.149118653,10.23007453,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.7964666,0.026748679
3,0.151383018,1.124642185,0.350502969,1.145993355,6.844662074,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.7974833,0.018604771
4,0.147183605,1.122683832,0.45625106,1.140553728,9.422896359,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.7592631,0.017807512
5,0.14876973,1.119267235,0.093471252,1.119304784,9.303889381,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.7538547,0.016930411
6,0.153789039,1.118632728,0.725871957,1.139666141,7.419631418,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.7484166,0.022063568
7,0.114874128,1.171155517,0.809688685,1.12961338,7.295618591,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.776127,0.021669637
8,0.152016935,1.114250905,1.031665877,1.14083838,8.699154679,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.7368985,0.021814156
9,0.163438782,1.10022533,0.115732129,1.138436582,9.898998969,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.7551828,0.019564126
10,0.183138666,1.080062143,0.261500244,1.115523009,8.627654885,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.7691923,0.024202503
11,0.144915503,1.120973046,0.430348823,1.132299275,9.63082245,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.7716832,0.02067068
12,0.124701977,1.158400712,1.13565347,1.151313056,6.974686001,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.7609504,0.024032265
13,0.124581041,1.155613376,1.248994059,1.124577455,8.24711337,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.7822541,0.016312395
14,0.172670061,1.089344717,0.532335355,1.172214736,10.4199024,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.8209635,0.022476037
15,0.151716833,1.119171942,0.310874794,1.134352777,7.448819029,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.7973963,0.022360526
16,0.157361841,1.10885824,0.320387701,1.132925744,9.398477438,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.7876228,0.016123705
17,0.146038379,1.117652758,0.683604099,1.131497513,11.72706355,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.829752,0.017899288
18,0.12195108,1.163880502,0.560535393,1.126799424,7.812089691,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.8094173,0.020146732
19,0.146796604,1.122971945,0.457671701,1.11954173,9.724039583,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.7891768,0.015178565
20,0.135326296,1.133647361,0.402720627,1.132094885,8.633541245,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.8238292,0.017514867
21,0.112231262,1.179494085,0.660515199,1.138041711,6.615688126,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.7663917,0.018694409
22,0.169879574,1.098427125,0.350241723,1.109091599,8.589239314,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.7675627,0.022597521
23,0.17294691,1.089978477,0.437411437,1.133514378,8.757688375,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.7895164,0.022761118
24,0.115976071,1.169128674,2.613540107,1.140993047,8.921418992,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.8763729,0.019711505
25,0.165021018,1.092862035,0.610867111,1.123152569,11.11127548,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.804099,0.017674831
26,0.139666186,1.133277626,1.0656723,1.14986147,8.771935794,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.8027146,0.023800289
27,0.163152714,1.100666517,0.401204176,1.134880415,11.1146857,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.7976595,0.025075742
28,0.139734077,1.137052129,0.442482327,1.109210515,6.808925923,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.766161,0.018905503
29,0.20677323,1.052127319,0.16197392,1.143460203,10.89495372,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.8296536,0.017230798
30,0.114123937,1.17709197,0.590691319,1.118659045,6.378465789,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.7667215,0.021446723
31,0.131830969,1.145584882,0.242195871,1.155740565,8.459120158,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.8100797,0.019834342
32,0.145773824,1.127819787,0.26728728,1.112989194,8.65392707,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.7802057,0.020247845
33,0.157615174,1.105461303,0.360322181,1.134919607,12.02263749,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.8304706,0.018525251
34,0.132902727,1.146406877,0.954067098,1.111325007,8.096265545,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.7735278,0.016953492
35,0.153718974,1.113159065,0.318265134,1.14364023,8.615394461,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.7866001,0.017700006
36,0.150746632,1.122021959,0.190068931,1.145380099,7.541382946,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.7750484,0.016962077
37,0.13277055,1.144456962,0.434981788,1.134963191,8.163316479,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.8282791,0.015131611
38,0.169833315,1.092527,0.605062903,1.122753384,9.331962593,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.7736961,0.022108938
39,0.198307152,1.051878983,0.720082395,1.147908459,15.4397413,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.8750175,0.015943293
40,0.144669888,1.134290718,0.647233706,1.132584832,6.286488827,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.7867607,0.025315369
1,0.148166516,1.11898784,0.435836071,1.11253508,9.422332311,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.7529013,0.021458456
2,0.131633226,1.146942095,0.590457991,1.133802504,8.524118687,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.7678471,0.018627571
3,0.151663518,1.116981405,0.770757491,1.130611019,8.528406253,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.8060896,0.021891132
4,0.150183458,1.123478822,0.318747541,1.107086096,8.16922172,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.7524011,0.015724287
5,0.141604192,1.133557732,0.370022254,1.099910753,8.474958494,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.7452636,0.020638144
6,0.176316321,1.085129549,0.206695307,1.125819502,9.583024858,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.7624545,0.020135223
7,0.179662629,1.081435118,0.401784757,1.127255952,10.36253129,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.8078955,0.016877635
8,0.165987979,1.095913958,0.130164557,1.148807127,10.79448849,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.7767239,0.020546971
9,0.160417781,1.107589311,0.833993132,1.13403663,8.728233395,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.7926026,0.025178786
10,0.131721864,1.143248759,0.671783989,1.144720284,8.323661057,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.8019008,0.020217962
11,0.141340381,1.136942996,0.53059949,1.136228269,6.645173198,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.7836399,0.012958904
12,0.145845525,1.120085285,0.676831604,1.15410256,9.630069015,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.7934815,0.016503626
13,0.136297431,1.136771411,1.170798249,1.125523932,8.495860351,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.7814904,0.022759313
14,0.125312215,1.160629202,0.861751557,1.153531947,6.982909985,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.8000716,0.017784316
15,0.152797539,1.110293208,0.381397299,1.09709486,8.81015069,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.7868416,0.022061288
16,0.155663324,1.108982788,1.243570695,1.119430761,9.394110666,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.8108187,0.015862322
17,0.120102352,1.162699038,1.453352402,1.126790457,8.387900214,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.8191362,0.023475793
18,0.186368813,1.076605187,0.614318259,1.106339591,11.28842832,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.8406574,0.024506203
19,0.122818391,1.158242581,0.340066123,1.143205343,8.105023008,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.7779694,0.021217528
20,0.13106371,1.142893169,0.913425209,1.148043003,9.773181194,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.7861719,0.02820615
21,0.14906292,1.120247236,0.202816083,1.156632732,7.637258812,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.8067933,0.018320647
22,0.125949916,1.158581309,0.33518982,1.12440136,7.531835593,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.7604125,0.02469472
23,0.152741529,1.11302147,0.678792245,1.132653582,9.799191629,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.7752022,0.017715034
24,0.16599958,1.092172188,0.075302468,1.140354961,10.15402862,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.818144,0.022662795
25,0.130983466,1.151074757,0.192617506,1.125118544,6.958100245,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.7779819,0.024547539
26,0.13364916,1.144336252,0.359380706,1.139968453,8.354306495,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.753966,0.01995466
27,0.139092128,1.13610913,0.271647592,1.118185478,7.847939565,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.8050864,0.022064852
28,0.157155311,1.105960142,0.459952934,1.107201916,10.06341882,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.7972176,0.022454611
29,0.160366699,1.106468509,0.668604713,1.149619452,8.759529337,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,150,3500,-714.7782937,0.018717952
